igod_org_id,org_name,branch,state,address,phone,fax,email,website,social
ZNe83XQBYNG-XPnvjOsx,Department of Drinking Water and Sanitation,ug,,"Office of Secretary (DWS) Department of Drinking Water and Sanitation Ministry Of Jal Shakti Govt. of India, C Wing, 4th Floor, Pandit Deendayal Antyodaya Bhawan, CGO Complex Lodhi Road, New Delhi - 110003",011-24361672,011-24361669,Social Media: Website: https://www.jalshakti-ddws.gov.in,https://www.jalshakti-ddws.gov.in,
Zde83XQBYNG-XPnvjOsx,"Department of Water Resources, River Development and Ganga Rejuvenation",ug,,"e-Gov Cell, 6th Floor Cabin, Shram Shakti Bhawan, Rafi Marg, New Delhi - 110001",Fax: Email: Social Media: Website: https://www.jalshakti-dowr.gov.in,Email: Social Media: Website: https://www.jalshakti-dowr.gov.in,Social Media: Website: https://www.jalshakti-dowr.gov.in,https://www.jalshakti-dowr.gov.in,
ZmQzG3sBNf80hyXhNfrU,Department for Promotion of Industry and Internal Trade,ug,,"Udyog / Vanijya Bhawan, New Delhi 110011",23038871,Email: rajeshkr[dot]sinha[at]nic[dot]in Social Media: Website: https://dpiit.gov.in,rajeshkr.sinha@nic.in,https://dpiit.gov.in,
Zte83XQBYNG-XPnvjOsx,Department of Justice,ug,,"Room No. 12-A, Jaisalmer House, 26, Mansingh Road, New Delhi-110001",011-23383037,Email: jsapp-doj[at]gov[dot]in Social Media: Website: https://www.doj.gov.in,jsapp-doj@gov.in,https://www.doj.gov.in,
a9e83XQBYNG-XPnvjOsx,Department of Personnel and Training,ug,,"Department of Personnel & Training Ministry of Personnel, P G and Pensions Government of India, Kartavya Bhavan-3, New Delhi -110001",011-23093668,Email: Social Media: Website: https://dopt.gov.in,Social Media: Website: https://dopt.gov.in,https://dopt.gov.in,
aNJDHHUBGGphvn7wU-S7,"Ministry of Micro, Small & Medium Enterprises",ug,,"Ministry of Micro, Small and Medium Enterprises, Kartavya Bhawan-03, Kartavya Path, New Delhi - 110001",011-24011283,Email: Social Media: Website: https://msme.gov.in,Social Media: Website: https://msme.gov.in,https://msme.gov.in,
aNe83XQBYNG-XPnvjOsx,Legislative Department,ug,,"Legislative Department, Ministry of Law and Justice, Government of India, Kartavya Bhawan-II, New Delhi",011-24016060,Email: atulkr[dot]singh[at]gov[dot]in Social Media: Website: https://legislative.gov.in,atulkr.singh@gov.in,https://legislative.gov.in,
ade83XQBYNG-XPnvjOsx,Department of Administrative Reforms and Public Grievances,ug,,"Department of Administrative Reforms and Public Grievances, 5th Floor, Sardar Patel Bhawan, Sansad Marg, New Delhi-110001",011-23360331,Email: Social Media: Website: https://darpg.gov.in,Social Media: Website: https://darpg.gov.in,https://darpg.gov.in,
ate83XQBYNG-XPnvjOsx,Department of Pension & Pensioner's Welfare,ug,,"Department of Pension & Pensioners' Welfare, 3rd Floor, A Wing, Loknayak Bhawan, Khan Market New Delhi - 110001",Fax: Email: Social Media: Website: https://www.doppw.gov.in,Email: Social Media: Website: https://www.doppw.gov.in,Social Media: Website: https://www.doppw.gov.in,https://www.doppw.gov.in,
b9e83XQBYNG-XPnvjOsx,Department of Science and Technology,ug,,"Department of Science & Technology, Technology Bhavan, New Mehrauli Road,, New Delhi-110 016.",Fax: Email: Social Media: Website: https://dst.gov.in,Email: Social Media: Website: https://dst.gov.in,Social Media: Website: https://dst.gov.in,https://dst.gov.in,
bNe83XQBYNG-XPnvjOsx,Department of Land Resources,ug,,"Kartavya Bhavan-03, Kartavya Path, Rajpath Area, Central Secretariat, New Delhi, -110001","24011520, 24011521",Email: pka[dot]kareem[at]nic[dot]in Social Media: Website: https://dolr.gov.in,pka.kareem@nic.in,https://dolr.gov.in,
bqNEInUBxrox_Nfi_36z,MyGov Uttarakhand,sg,UK,"Information Technology Development Agency (ITDA) Department of Information Science & Technology, (Government of Uttarakhand) Plot No. 07, IT Bhawan, IT Park",9634618179,Email: itda[dot]uk1[at]gmail[dot]com Website: https://uttarakhand.mygov.in,itda.uk1@gmail.com Website: https://uttarakhand.mygov.in,https://uttarakhand.mygov.in,
c9e83XQBYNG-XPnvjOsx,Department of Sports,ug,,"Room No. 7201, 7th Floor, Zone-06, GPOA-3, Netaji Nagar, Africa Avenue, New Delhi - 110023",Fax: Email: dbt[dot]sports[at]gov[dot]in Social Media: Website: https://dbtyas-sports.gov.in,Email: dbt[dot]sports[at]gov[dot]in Social Media: Website: https://dbtyas-sports.gov.in,dbt.sports@gov.in,https://dbtyas-sports.gov.in,
cNe83XQBYNG-XPnvjOsx,Department of Scientific and Industrial Research,ug,,"Department of Scientific & Industrial Research (DSIR) Technology Bhawan, New Mehrauli Road New Delhi-110016. INDIA","011-26567078, 011-26562160",011-26516078,Social Media: Website: https://www.dsir.gov.in,https://www.dsir.gov.in,
c_PEC3wBnAUp6yMBzd79,MyGov Arunachal Pradesh,sg,AR,"6th Floor, Block -2 Itanagar – 791111 Arunachal Pradesh",0360-2212915,Email: cmoffice-arn[at]gov[dot]in Website: https://arunachal.mygov.in,cmoffice-arn@gov.in Website: https://arunachal.mygov.in,https://arunachal.mygov.in,
cde83XQBYNG-XPnvjOsx,Department of Empowerment of Persons with Disabilities,ug,,"Department of Empowerment of Persons with Disabilities Ministry of Social Justice Empowerment, Room No. : New Delhi - 110003 (India)",Fax: Email: Social Media: Website: https://depwd.gov.in,Email: Social Media: Website: https://depwd.gov.in,Social Media: Website: https://depwd.gov.in,https://depwd.gov.in,
cte83XQBYNG-XPnvjOsx,Department of Social Justice and Empowerment,ug,,"Room No. 637, A-Wing, Shastri Bhawan, New Delhi - 110001",Fax: Email: Social Media: Website: https://socialjustice.gov.in,Email: Social Media: Website: https://socialjustice.gov.in,Social Media: Website: https://socialjustice.gov.in,https://socialjustice.gov.in,
d9KpHHUBGGphvn7w1-jZ,Department of Biotechnology,ug,,"6th-8th Floor, Block 2 and 4th-5th Floor, Block 3 CGO Complex, Lodhi Road New Delhi - 110 003",24363725,Email: webupload[at]dbt[dot]nic[dot]in Social Media: Website: https://dbt.gov.in,webupload@dbt.nic.in,https://dbt.gov.in,
dNe83XQBYNG-XPnvjOsx,Department of Youth Affairs,ug,,"6th Floor, Zone-02 GPOA-3 Netaji Nagar, Africa Avenue Road New Delhi- 110023",011-26112897,Email: Social Media: Website: https://yas.gov.in/youth,Social Media: Website: https://yas.gov.in/youth,https://yas.gov.in/youth,
eqNfInUBxrox_NfiSIBI,Ministry of Jal Shakti,ug,,"e-Governance Cell, 6th Floor Cabin, Shram Shakti Bhawan, Rafi Marg, New Delhi – 110001",Fax: Email: egov-mowr[at]nic[dot]in Social Media: Website: https://jalshakti.gov.in,Email: egov-mowr[at]nic[dot]in Social Media: Website: https://jalshakti.gov.in,egov-mowr@nic.in,https://jalshakti.gov.in,
ewWaFYUBF92NGf8XQar-,MyGov Jammu and Kashmir,sg,JK,Dr. Rajinder Kumar Khajuria Additional Secretary Information Technology Department UT of Jammu and Kashmir India,Fax: Email: addsecy[dot]itd[at]jk[dot]gov[dot]in Website: https://jk.mygov.in,Email: addsecy[dot]itd[at]jk[dot]gov[dot]in Website: https://jk.mygov.in,addsecy.itd@jk.gov.in Website: https://jk.mygov.in,https://jk.mygov.in,
f47dxHQBnHZIjqMuV49J,Department of Rural Development,ug,,"Department of of Rural Development, Government of India, Kartavya Bhavan 3, Central Secretariat, New Delhi-110001",24011644,Email: jsit-mord[at]nic[dot]in Website: https://www.dord.gov.in,jsit-mord@nic.in Website: https://www.dord.gov.in,https://www.dord.gov.in,
fPMTDHwBnAUp6yMBbt4p,MyGov Goa,sg,GA,"Director- Dept. of Information Technology 2nd Floor IT Hub, Altinho, Panaji, Goa – 403001",Fax: Email: goa[dot]mygov[at]gov[dot]in Website: https://goa.mygov.in,Email: goa[dot]mygov[at]gov[dot]in Website: https://goa.mygov.in,goa.mygov@gov.in Website: https://goa.mygov.in,https://goa.mygov.in,
ftJDHHUBGGphvn7wU-O6,MyGov India,ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015 Ministry of Electronics and Information Technology (Government of India) Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi - 110003, India","011-24301815, 011-24364706",Email: Social Media: Website: https://www.mygov.in,Social Media: Website: https://www.mygov.in,https://www.mygov.in,
g_MfDHwBnAUp6yMBZt72,MyGov Manipur,sg,MN,"New Secretariat, Western Block Manipur State Data Centre, Ground Floor Indo-Myanmar Road, Babupara, Imphal, Manipur 795001",Fax: Email: mygov-manipur[at]gov[dot]in Website: https://manipur.mygov.in,Email: mygov-manipur[at]gov[dot]in Website: https://manipur.mygov.in,mygov-manipur@gov.in Website: https://manipur.mygov.in,https://manipur.mygov.in,
h_MtDHwBnAUp6yMBDN5c,MyGov Tamil Nadu,sg,TN,"2nd & 7th Floor, P.T.LEE Chengalvaraya Naicker Building, Anna Salai, Chennai - 600 002. Opt. LIC Building",91-44-40164907,Email: tnega[at]tn[dot]gov[dot]in Website: https://tamilnadu.mygov.in,tnega@tn.gov.in Website: https://tamilnadu.mygov.in,https://tamilnadu.mygov.in,
hvMrDHwBnAUp6yMBlN61,MyGov Uttar Pradesh,sg,UP,"Information and Public Relations Department (Govt of Uttar Pradesh) Lok Bhawan, Lucknow, 226001","9415007695, 9455187348",Email: upsoochna[at]gmail[dot]com Website: https://up.mygov.in,upsoochna@gmail.com Website: https://up.mygov.in,https://up.mygov.in,
ifMvDHwBnAUp6yMB5N72,MyGov Chhattisgarh,sg,CG,"Chhattisgarh Infotech Promotion Society (CHiPS), 3rd Floor, State Data Centre Building, Opp. New Circuit House, Civil Lines, Raipur-492001 Chhattisgarh","0771-4014158, 0771-4023123",0771-4066205,ceochips@nic.in Website: https://chhattisgarh.mygov.in,https://chhattisgarh.mygov.in,
j_NHDHwBnAUp6yMBAt4u,Innovate India (MyGov),ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015 Ministry of Electronics and Information Technology (Government of India) Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi - 110003, India","011-24301815, 011-24364706",Email: Website: https://innovateindia.mygov.in,Website: https://innovateindia.mygov.in,https://innovateindia.mygov.in,
jfNCDHwBnAUp6yMBht5X,Transforming India (MyGov),ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015 Ministry of Electronics and Information Technology (Government of India) Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi - 110003, India","011-24301815, 011-24364706",Email: Website: https://transformingindia.mygov.in,Website: https://transformingindia.mygov.in,https://transformingindia.mygov.in,
kfNJDHwBnAUp6yMBp97V,Blog (MyGov),ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015 Ministry of Electronics and Information Technology (Government of India) Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi - 110003, India","011-24301815, 011-24364706",Email: Website: https://blog.mygov.in,Website: https://blog.mygov.in,https://blog.mygov.in,
l0nPCIcBlHCxpSX6POcf,MyGov India-Hindi,ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015","011-24301815, 011-24364706",Email: Social Media: Website: https://xn--11b3cgab9b4bm5d.xn--h2brj9c/hi,Social Media: Website: https://xn--11b3cgab9b4bm5d.xn--h2brj9c/hi,https://xn--11b3cgab9b4bm5d.xn--h2brj9c/hi,
lPNYDHwBnAUp6yMBdd74,Pledge (MyGov),ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015 Ministry of Electronics and Information Technology (Government of India) Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi - 110003, India","011-24301815, 011-24364706",Email: Website: https://pledge.mygov.in,Website: https://pledge.mygov.in,https://pledge.mygov.in,
lQXXCIcBF92NGf8Xd7iY,MyGov Rajasthan,sg,RJ,"Department of Information Technology & Communication (DoIT&C) IT Building, Yojana Bhawan, Tilak Marg, C-Scheme, Jaipur-302005",Fax: Email: chhabrasuneel[at]rajasthan[dot]gov[dot]in Website: https://rajasthan.mygov.in,Email: chhabrasuneel[at]rajasthan[dot]gov[dot]in Website: https://rajasthan.mygov.in,chhabrasuneel@rajasthan.gov.in Website: https://rajasthan.mygov.in,https://rajasthan.mygov.in,
lvNbDHwBnAUp6yMBWd4K,AatmaNirbharBharat (MyGov),ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015 Ministry of Electronics and Information Technology (Government of India) Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi - 110003, India","011-24301815, 011-24364706",Email: Website: https://aatmanirbharbharat.mygov.in,Website: https://aatmanirbharbharat.mygov.in,https://aatmanirbharbharat.mygov.in,
mwX0CIcBF92NGf8X_7jI,MyGov Ladakh,sg,LA,"Department of Information Technology, Civil Secretariat Leh, Ladakh - 194101",01982-259305,Email: abdulmajid[dot]77[at]jk[dot]gov[dot]in Website: https://ladakh.mygov.in,abdulmajid.77@jk.gov.in Website: https://ladakh.mygov.in,https://ladakh.mygov.in,
nkngCIcBlHCxpSX6W-c2,MyGov Mizoram,sg,MZ,"Directorate of Information & Communication Technology, Government of Mizoram, Old Secretariat Building - I, Treasury Square, Aizawl - 796001, Mizoram",9436140113,Email: cio[dot]ict[at]mizoram[dot]gov[dot]in Website: https://mizoram.mygov.in,cio.ict@mizoram.gov.in Website: https://mizoram.mygov.in,https://mizoram.mygov.in,
nxKd9XkBmn7FjzzhzCSZ,Ministry of Social Justice and Empowerment,ug,,"Room No. 637, A-Wing, Shastri Bhawan, New Delhi - 110001",Fax: Email: Social Media: Website:,Email: Social Media: Website:,Social Media: Website:,,
pmXOC3wBNf80hyXhGwE8,MyGov Assam,sg,AS,"CM Block Assam MyGov Team 4th Floor Janata Bhawan Dispur, Guwahati:781006, Assam, India",Fax: Email: cm[at]assam[dot]gov[dot]in Website: https://assam.mygov.in,Email: cm[at]assam[dot]gov[dot]in Website: https://assam.mygov.in,cm@assam.gov.in Website: https://assam.mygov.in,https://assam.mygov.in,
r2UnDHwBNf80hyXhqgGJ,MyGov Nagaland,sg,NL,Chief Secretary Office Nagaland Civil Secretariat Kohima -797001 Nagaland,Fax: Email: nagaland[dot]mygov[at]gov[dot]in Website: https://nagaland.mygov.in,Email: nagaland[dot]mygov[at]gov[dot]in Website: https://nagaland.mygov.in,nagaland.mygov@gov.in Website: https://nagaland.mygov.in,https://nagaland.mygov.in,
rGUhDHwBNf80hyXhcgHi,MyGov Tripura,sg,TR,"Chief Minster’s Secretariat Room No. 301, Block -1 State Civil Secretariat, New Capital Complex. PO- Kunjaban, PIN – 799010 Agartala, Tripura",0381-2414077,Email: Website: https://tripura.mygov.in,Website: https://tripura.mygov.in,https://tripura.mygov.in,
rWUlDHwBNf80hyXhZgFD,MyGov Jharkhand,sg,JH,"JAP-IT Jharkhand Agency for Promotion of Information Technology (An Autonomous body under Department of Information Technology, Govt. of jharkhand) Ground Floor, Engineering Hostel-1, Near Golchakkar, Dhurwa, Ranchi, Jharkhand","0651-2401040, 0651-2401067",Email: connect[at]mygov[dot]nic[dot]in Website: https://jharkhand.mygov.in,connect@mygov.nic.in Website: https://jharkhand.mygov.in,https://jharkhand.mygov.in,
sWUpDHwBNf80hyXhgwHN,MyGov Himachal Pradesh,sg,HP,"Office of CEO, MyGov, 3rd Floor, Department of Information Technology, Government of Himachal Pradesh, IT Bhawan, Mehli, Shimla - 171013 India",0177-2628915,Email: connect[at]himachal[dot]mygov[dot]nic[dot]in Website: https://himachal.mygov.in,connect@himachal.mygov.nic.in Website: https://himachal.mygov.in,https://himachal.mygov.in,
t2VFDHwBNf80hyXhlQGF,Quiz (MyGov),ug,,"Office of CEO, MyGov 3rd Floor, Room no-3015 Ministry of Electronics and Information Technology (Government of India) Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi - 110003, India","011-24301815, 011-24364706",Email: Website: https://quiz.mygov.in,Website: https://quiz.mygov.in,https://quiz.mygov.in,
