igod_org_id,org_name,branch,state,name,designation,division,phones,office_address,email
P9e83XQBYNG-XPnvjOsx,Department of Agricultural Research and Education,ug,,Shri Ram Nath Thakur,Minister of State,Ministry of Agriculture & Farmers Welfare,"23383975, 23383976","Room No- 322, Krishi Bhawan, New Delhi",
P9e83XQBYNG-XPnvjOsx,Department of Agricultural Research and Education,ug,,Shri Bhagirath Choudhary,Minister of State,Ministry of Agriculture & Farmers Welfare,"23782343, 23388165, 23015410","Room No- 199Q, Krishi Bhawan, New Delhi",
P9e83XQBYNG-XPnvjOsx,Department of Agricultural Research and Education,ug,,Shri Mangi Lal Jat,Secretary,Department of Agricultural Research and Education,"23382629, 23386711, 25843190","Room No- 105, Krishi Bhawan, New Delhi",dg.icar@nic.in
PM4zv3QBGZk0jujBKgGW,Ministry of Tourism,ug,,Shri Gajendra Singh Shekhawat,Minister,Ministry of Tourism,"23718310, 23717969","Room No. 301, 3rd Floor, Transport Bhawan, Parliament Street, New Delhi - 110001",g.shekhawat@sansad.nic.in
PM4zv3QBGZk0jujBKgGW,Ministry of Tourism,ug,,Shri Suresh Gopi,Minister of State,Ministry of Tourism,"23724161, 23715717","3rd Floor, PTI Building , Parliament Street, New Delhi , 110001",mos-tourism@gov.in
PM4zv3QBGZk0jujBKgGW,Ministry of Tourism,ug,,Shri Bhuvnesh Kumar,Secretary,Ministry of Tourism,"23711792, 23321395","Room No. 109, Transport Bhawan, 1 Parliament Street, New Delhi - 110011",secretary-tourism@gov.in
Pc4zv3QBGZk0jujBKgGW,Ministry of Tribal Affairs,ug,,Shri Jual Oram,Minister,Ministry of Tribal Affairs,"24013782, 24013783","Room No. : 13107, Kartavya Path, Rajpath Area, Central Secretariat, Kartavya Bhawan- 01, New Delhi-110001",jual.oram@gov.in
Pc4zv3QBGZk0jujBKgGW,Ministry of Tribal Affairs,ug,,Shri Durgadas Uikey,Minister of State,Ministry of Tribal Affairs,"24013784, 24013785","Room No. : 13072, Kartavya Path, Rajpath Area, Central Secretariat, Kartavya Bhawan- 01, New Delhi-110001",mos-tribalaffairs@gov.in
Pc4zv3QBGZk0jujBKgGW,Ministry of Tribal Affairs,ug,,Ms. Ranjana Chopra,Secretary,Ministry of Tribal Affairs,"24013700, 24013701","Room No. : 13099-102, Kartavya Path, Rajpath Area, Central Secretariat, Kartavya Bhawan- 01, New Delhi-110001",secy-tribal@nic.in
Q84zv3QBGZk0jujBKgGW,Ministry of Development of North Eastern Region,ug,,Shri Jyotiraditya M. Scindia,Minister,Ministry of Development of North Eastern Region,"21411729, 23739191","Jodhpur Officers Hostel, Block-11, Room No-1, C-Hexagaon, India Gate Circle, Pandara Park, New Delhi-110003",min-mdoner@gov.in
Q84zv3QBGZk0jujBKgGW,Ministry of Development of North Eastern Region,ug,,Shri Sukanta Majumdar,Minister of State,Ministry of Development of North Eastern Region,21410716,"Jodhpur Officers Hostel, Block-12A, Room No-1, C-Hexagaon, India Gate Circle, Pandara Park, New Delhi-110003",sukanta.majumdar@sansad.nic.in
Q84zv3QBGZk0jujBKgGW,Ministry of Development of North Eastern Region,ug,,Ms. Nivedita Shukla Verma,Secretary,Ministry of Development of North Eastern Region,21411140,"Jodhpur Officers Hostel, Block-10, Room No-7, C-Hexagaon, India Gate Circle, Pandara Park, New Delhi-110003",secydoner@nic.in
Q9e83XQBYNG-XPnvjOsx,Department of Pharmaceuticals,ug,,Shri Jagat Prakash Nadda,Minister,Ministry of Chemicals and Fertilizers,"24014850, 24014781","Room No.: 23000G, 3rd floor, Kartavya Bhawan, New Delhi-110001",min-cnf@gov.in
Q9e83XQBYNG-XPnvjOsx,Department of Pharmaceuticals,ug,,Smt. Anupriya Patel,Minister of State,Ministry of Chemicals and Fertilizers,"23381768, 23383686","Room No.: 303 A, A-wing, Shastri Bhawan, New Delhi-110001",mos-cf@gov.in
Q9e83XQBYNG-XPnvjOsx,Department of Pharmaceuticals,ug,,Shri Manoj Joshi,Secretary,Pharmaceuticals,"24016301, 24016302","Room No.: 22027, 2nd Floor, Kartavya Bhawan-02, New Delhi - 110001",secretary@pharma-dept.gov.in
QAWg4YgBF92NGf8XN8qA,9 Years of Government,ug,,Shri Nand Kumarum,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
QM4zv3QBGZk0jujBKgGW,Ministry of Youth Affairs and Sports,ug,,Dr. Mansukh Mandaviya,Minister,Ministry of Youth Affairs and Sports,"26116520, 24671185","Room no. 8101, 8th Floor, Zone-1, GPOA-3, Netaji Nagar, Africa Avenue Road, New Delhi-110023",office-moyas@gov.in
QM4zv3QBGZk0jujBKgGW,Ministry of Youth Affairs and Sports,ug,,Smt. Raksha Nikhil Khadse,Minister of State,Ministry of Youth Affairs and Sports,26111688,"Room No. 7605, 7th Floor, Zone-6, GPOA-3, Netaji Nagar, Africa Avenue Road, New Delhi, 110023",mos-yas21@gov.in
QNe83XQBYNG-XPnvjOsx,Department of Agriculture and Farmers Welfare,ug,,Shri Shivraj Singh Chouhan,Minister,Ministry of Agriculture & Farmers Welfare,"23383370, 23782691, 23794697","Room No- 120, Krishi Bhawan, New Delhi",agrimin.india@gmail.com
QNe83XQBYNG-XPnvjOsx,Department of Agriculture and Farmers Welfare,ug,,Shri Ram Nath Thakur,Minister of State,Ministry of Agriculture & Farmers Welfare,"23383975, 23383976","Room No- 322, Krishi Bhawan, New Delhi",
QNe83XQBYNG-XPnvjOsx,Department of Agriculture and Farmers Welfare,ug,,Shri Bhagirath Choudhary,Minister of State,Ministry of Agriculture & Farmers Welfare,"23782343, 23388165, 23015410","Room No- 199Q, Krishi Bhawan, New Delhi",
QNe83XQBYNG-XPnvjOsx,Department of Agriculture and Farmers Welfare,ug,,Shri Atish Chandra,Secretary,Ministry of Agriculture & Farmers Welfare,"23382651, 23388444, 26111264","Room No- 115, Krishi Bhawan, New Delhi",secy-agri@gov.in
Qc4zv3QBGZk0jujBKgGW,Department of Atomic Energy,ug,,Shri Narendra Modi,Prime Minister,Department of Atomic Energy,,,
Qc4zv3QBGZk0jujBKgGW,Department of Atomic Energy,ug,,Dr. Jitendra Singh,Minister of State,Department of Atomic Energy,,,
Qc4zv3QBGZk0jujBKgGW,Department of Atomic Energy,ug,,Shri Ajit K. Mohanty,Secretary,,22022543,,chairman@dae.gov.in
Qde83XQBYNG-XPnvjOsx,Department of Chemicals and Petro-Chemicals,ug,,Shri Jagat Prakash Nadda,Minister,Ministry of Chemicals and Fertilizers,"24014850, 24014781","Room No.: 23000G, 3rd floor, Kartavya Bhawan, New Delhi-110001",min-cnf@gov.in
Qde83XQBYNG-XPnvjOsx,Department of Chemicals and Petro-Chemicals,ug,,Smt. Anupriya Patel,Minister of State,Ministry of Chemicals and Fertilizers,"23381768, 23383686","Room No.: 303 A, A-wing, Shastri Bhawan, New Delhi-110001",mos-cf@gov.in
Qde83XQBYNG-XPnvjOsx,Department of Chemicals and Petro-Chemicals,ug,,Shri Tejveer Singh,Secretary,Chemicals & Petrochemicals,24015632,"Room No.: 23042, 3rd floor, Kartavya Bhawan, New Delhi-110001",sec.cpc@nic.in
Qs4zv3QBGZk0jujBKgGW,Department of Space,ug,,Shri Narendra Modi,Prime Minister,Department of Space,,,
Qs4zv3QBGZk0jujBKgGW,Department of Space,ug,,Dr. Jitendra Singh,Minister of State,Department of Space,,,
Qs4zv3QBGZk0jujBKgGW,Department of Space,ug,,Dr. V. Narayanan,Secretary,Department of Space,,,
Qte83XQBYNG-XPnvjOsx,Department of Fertilizers,ug,,Shri Jagat Prakash Nadda,Minister,Ministry of Chemicals and Fertilizers,"24014850, 24014781","Room No.: 23000G, 3rd floor, Kartavya Bhawan, New Delhi-110001",min-cnf@gov.in
Qte83XQBYNG-XPnvjOsx,Department of Fertilizers,ug,,Smt. Anupriya Patel,Minister of State,Ministry of Chemicals and Fertilizers,"23381768, 23383686","Room No.: 303 A, A-wing, Shastri Bhawan, New Delhi-110001",mos-cf@gov.in
Qte83XQBYNG-XPnvjOsx,Department of Fertilizers,ug,,Shri Rajat Kumar Mishra,Secretary (F ),Secretary Office,"24014801, 24014802","Room No.: 23026, Kartavya Bhawan-2, Dr Rajendra Prasad Road, New Delhi 110001",fertsec@nic.in
QwWk4YgBF92NGf8XsMoK,MyGov Saathi,ug,,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
R84zv3QBGZk0jujBKgGW,Ministry of Skill Development and Entrepreneurship,ug,,Shri Jayant Chaudhary,Minister of State (Independent Charge),Ministry of Skill Development and Entrepreneurship,"26773201, 23782339","Room No. 201, Kaushal Bhawan, New Moti Bagh, New Delhi-110023",minister-msde@gov.in
R84zv3QBGZk0jujBKgGW,Ministry of Skill Development and Entrepreneurship,ug,,Ms. Debashree Mukherjee,Secretary,Ministry of Skill Development and Entrepreneurship,"26773005, 26773332","Room No. 301, Kaushal Bhawan, New Moti Bagh, New Delhi-110023",secy-msde@nic.in
R9e83XQBYNG-XPnvjOsx,Department of Telecommunications,ug,,Shri Jyotiraditya M. Scindia,Minister,Ministry of Communications,"23739191, 23710445","Room No.: 105, 1st Floor, Sanchar Bhawan, New Delhi 110001",moc-office@gov.in
R9e83XQBYNG-XPnvjOsx,Department of Telecommunications,ug,,Dr. Chandra Sekhar Pemmasani,Minister of State,Ministry of Communications,"23372414, 23372565","Room No.: 102, 1st Floor, Sanchar Bhawan, New Delhi 110001",mosc-office@gov.in
R9e83XQBYNG-XPnvjOsx,Department of Telecommunications,ug,,Shri Amit Agrawal,Secretary,Digital Communications Commission,"23719898, 23372309","Room No.: 210, Sanchar Bhawan, New Delhi 110001",secy-dot@nic.in
RM4zv3QBGZk0jujBKgGW,Ministry of Electronics and Information Technology,ug,,Shri Ashwini Vaishnaw,Minister,Ministry of Electronics and Information Technology,"24369191, 24362626",,moeit@gov.in
RM4zv3QBGZk0jujBKgGW,Ministry of Electronics and Information Technology,ug,,Shri Jitin Prasada,Minister of State,Ministry of Electronics and Information Technology,"24368757, 24368758",,mos-eit@gov.in
RM4zv3QBGZk0jujBKgGW,Ministry of Electronics and Information Technology,ug,,Shri S. Krishnan,Secretary,Ministry of Electronics and Information Technology,24364041,,secretary@meity.gov.in
Rc4zv3QBGZk0jujBKgGW,Ministry of AYUSH,ug,,Shri Jadhav Prataprao Ganpatrao,Minister of State (Independent Charge),"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)","24651955, 24651935","Ayush Bhawan, B Block, GPO Complex, INA, New Delhi - 110023",minister-ayush@nic.in
Rc4zv3QBGZk0jujBKgGW,Ministry of AYUSH,ug,,Shri Rajesh Kotecha,Secretary,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)",24651950,"Ayush Bhawan, B Block, GPO Complex, INA, New Delhi - 110023",secy-ayush@nic.in
Rde83XQBYNG-XPnvjOsx,Department of Commerce,ug,,Shri Piyush Goyal,Minister,Ministry of Commerce and Industry,"23039110, 23039111","Room No.: 501, Vanijya Bhawan, New Delhi - 110001",piyush.goyal@gov.in
Rde83XQBYNG-XPnvjOsx,Department of Commerce,ug,,Shri Jitin Prasada,Minister of State,Ministry of Commerce and Industry,"23039174, 23039184","Room No.: 513, Vanijya Bhawan, New Delhi - 110001",mos-ci@gov.in
Rde83XQBYNG-XPnvjOsx,Department of Commerce,ug,,Shri Rajesh Agarwal,Secretary,Commerce Secretary,"23039251, 23039252","Room No.: 426, Vanijya Bhawan, New Delhi - 110001",csoffice@nic.in
Rs4zv3QBGZk0jujBKgGW,"Ministry of Ports, Shipping and Waterways",ug,,Shri Sarbananda Sonowal,Minister,"Ministry of Ports, Shipping and Waterways","23717422, 23717423","Room no. 201, Parivahan Bhavan, 1, Parliament Street, New Delhi",minister-shipping@gov.in
Rs4zv3QBGZk0jujBKgGW,"Ministry of Ports, Shipping and Waterways",ug,,Shri Shantanu Thakur,Minister of State,"Ministry of Ports, Shipping and Waterways","23710189, 23710356","Room no. 215 Parivahan Bhavan, 1, Parliament Street, New Delhi",officeofmos-psw@gov.in
Rs4zv3QBGZk0jujBKgGW,"Ministry of Ports, Shipping and Waterways",ug,,Shri Vijay Kumar,Secretary,"Ministry of Ports, Shipping and Waterways","23714938, 23716656","Room no. 401, Parivahan Bhavan, 1, Parliament Street, New Delhi",secyship@nic.in
Rte83XQBYNG-XPnvjOsx,Department of Posts,ug,,Shri Jyotiraditya M. Scindia,Minister,Ministry of Communications,"23739191, 23710445","Room No.: 105, 1st Floor, Sanchar Bhawan, New Delhi 110001",moc-office@gov.in
Rte83XQBYNG-XPnvjOsx,Department of Posts,ug,,Dr. Chandra Sekhar Pemmasani,Minister of State,Ministry of Communications,"23372414, 23372565","Room No.: 102, 1st Floor, Sanchar Bhawan, New Delhi 110001",mosc-office@gov.in
Rte83XQBYNG-XPnvjOsx,Department of Posts,ug,,Shri Subrat Das,Secretary,"Department of Posts & Chairperson, Postal Services Board",23096060,"Secretary (Posts), Dak Bhawan,New Delhi-110001.",secretary-posts@indiapost.gov.in
S9e83XQBYNG-XPnvjOsx,Department of Defence Production,ug,,Shri Raj Nath Singh,Minister,Ministry of Defence,"24014501, 24014502, 23793881","25075, 5th Floor, Kartavya Bhavan-2, New Delhi- 110001",rmo@mod.nic.in
S9e83XQBYNG-XPnvjOsx,Department of Defence Production,ug,,Shri Sanjay Seth,Minister of State,Ministry of Defence,"24014508, 23310353","26107, 6th Floor, Kartavya Bhavan-2, New Delhi- 110001",mos-defence@gov.in
S9e83XQBYNG-XPnvjOsx,Department of Defence Production,ug,,Shri Sanjeev Kumar,Secretary (DP),Secretary (Defence Production),"24015505, 24015506","Room No. 25098-101, Kartavya Bhawan-2, New Delhi",sdpns@nic.in
SI7dxHQBnHZIjqMuV49J,Department of Animal Husbandry and Dairying,ug,,Shri Rajiv Ranjan Singh alias Lalan Singh,Minister,"Ministry of Fisheries, Animal Husbandry and Dairying","23380780, 23380781","Room No.: 234, Krishi Bhawan, New Delhi",rrsingh@sansad.nic.in
SI7dxHQBnHZIjqMuV49J,Department of Animal Husbandry and Dairying,ug,,Prof. S. P. Singh Baghel,Minister of State,"Ministry of Fisheries, Animal Husbandry and Dairying","23782143, 23782548","Room No.: 392, E WING, 3rd Floor, Krishi Bhawan, New Delhi",mos-fahd@dahd.nic.in
SI7dxHQBnHZIjqMuV49J,Department of Animal Husbandry and Dairying,ug,,Shri Naresh Pal Gangwar,Secretary (DAHD),Secretary Office,23382608,"Room No- 218, Krishi Bhawan, New Delhi",secyahd@nic.in
SM4zv3QBGZk0jujBKgGW,"Ministry of Fisheries, Animal Husbandry and Dairying",ug,,Shri Rajiv Ranjan Singh alias Lalan Singh,Minister,"Ministry of Fisheries, Animal Husbandry and Dairying","23380780, 23380781","Room No.: 234, Krishi Bhawan, New Delhi",rrsingh@sansad.nic.in
SM4zv3QBGZk0jujBKgGW,"Ministry of Fisheries, Animal Husbandry and Dairying",ug,,Prof. S. P. Singh Baghel,Minister of State,"Ministry of Fisheries, Animal Husbandry and Dairying","23782143, 23782548","Room No.: 392, E WING, 3rd Floor, Krishi Bhawan, New Delhi",mos-fahd@dahd.nic.in
SNe83XQBYNG-XPnvjOsx,Department of Consumer Affairs,ug,,Shri Pralhad Joshi,Minister,"Ministry of Consumer Affairs, Food and Public Distribution","23070637, 23070642","Room No.: 179, Krishi Bhawan, New Delhi-110001",
SNe83XQBYNG-XPnvjOsx,Department of Consumer Affairs,ug,,Shri B. L. Verma,Minister of State,"Ministry of Consumer Affairs, Food and Public Distribution","23380630, 23380631","Room No.: 173, Krishi Bhawan, New Delhi-110001",
SNe83XQBYNG-XPnvjOsx,Department of Consumer Affairs,ug,,Smt. Nimuben Jayantibhai Bambhaniya,Minister of State,"Ministry of Consumer Affairs, Food and Public Distribution",,"Room No.: 196, Krishi Bhawan, New Delhi-110001",
SNe83XQBYNG-XPnvjOsx,Department of Consumer Affairs,ug,,Smt. Nidhi Khare,Secretary (CA),Secretary (Consumer Affairs),"23782807, 23070121","Room No.: 49, Krishi Bhawan, New Delhi-110001",Secy-ca@nic.in
Sde83XQBYNG-XPnvjOsx,Department of Food and Public Distribution,ug,,Shri Pralhad Joshi,Minister,"Ministry of Consumer Affairs, Food and Public Distribution","23070637, 23070642","Room No.: 179, Krishi Bhawan, New Delhi-110001",
Sde83XQBYNG-XPnvjOsx,Department of Food and Public Distribution,ug,,Shri B. L. Verma,Minister of State,"Ministry of Consumer Affairs, Food and Public Distribution","23380630, 23380631","Room No.: 173, Krishi Bhawan, New Delhi-110001",
Sde83XQBYNG-XPnvjOsx,Department of Food and Public Distribution,ug,,Smt. Nimuben Jayantibhai Bambhaniya,Minister of State,"Ministry of Consumer Affairs, Food and Public Distribution",,"Room No.: 196, Krishi Bhawan, New Delhi-110001",
Sde83XQBYNG-XPnvjOsx,Department of Food and Public Distribution,ug,,Shri Sanjeev Chopra,Secretary (F & PD),Food and Public Distribution,"23382349, 23097018",,secy-food@nic.in
Ste83XQBYNG-XPnvjOsx,Department of Defence,ug,,Shri Raj Nath Singh,Minister,Ministry of Defence,"24014501, 24014502, 23793881","25075, 5th Floor, Kartavya Bhavan-2, New Delhi- 110001",rmo@mod.nic.in
Ste83XQBYNG-XPnvjOsx,Department of Defence,ug,,Shri Sanjay Seth,Minister of State,Ministry of Defence,"24014508, 23310353","26107, 6th Floor, Kartavya Bhavan-2, New Delhi- 110001",mos-defence@gov.in
Ste83XQBYNG-XPnvjOsx,Department of Defence,ug,,Shri Rajesh Kumar Singh,Defence Secretary,Department of Defence,"24014513, 24014515","25067-70, 5th Floor, Kartavya Bhavan-2, New Delhi- 110001",defsecy@nic.in
T9e83XQBYNG-XPnvjOsx,Department of Higher Education,ug,,Shri Pralhad Joshi,Minister,Ministry of Education,"011-24015222, 011-24015290","Room No. 21107, Kartavya Bhawan 2, Central Secretariat, New Delhi-110001",minister.sm@gov.in
T9e83XQBYNG-XPnvjOsx,Department of Higher Education,ug,,Shri Jayant Chaudhary,Minister of State,Ministry of Education,"011-24015042, 011-24015043","Room No. 21042, Kartavya Bhawan 2, Central Secretariat, New Delhi-110001",mosedu-jc@gov.in
T9e83XQBYNG-XPnvjOsx,Department of Higher Education,ug,,Shri Sukanta Majumdar,Minister of State,Ministry of Education,"011-24015026, 011-24015028","Room No. 21026, Kartavya Bhawan 2, Central Secretariat, New Delhi-110001",mosedu-sm@gov.in
T9e83XQBYNG-XPnvjOsx,Department of Higher Education,ug,,Shri Vineet Joshi,Secretary,Higher Education,"011-24015070, 011-24015071","Room No: 21072 , Kartavya Bhavan -2, New Delhi",secy.dhe@nic.in
TNe83XQBYNG-XPnvjOsx,Department of Defence Research and Development,ug,,Shri Raj Nath Singh,Minister,Ministry of Defence,"24014501, 24014502, 23793881","25075, 5th Floor, Kartavya Bhavan-2, New Delhi- 110001",rmo@mod.nic.in
TNe83XQBYNG-XPnvjOsx,Department of Defence Research and Development,ug,,Shri Sanjay Seth,Minister of State,Ministry of Defence,"24014508, 23310353","26107, 6th Floor, Kartavya Bhavan-2, New Delhi- 110001",mos-defence@gov.in
TNe83XQBYNG-XPnvjOsx,Department of Defence Research and Development,ug,,Shri Rajesh Kumar Singh,Secretary,"Department of Defence R&D and Chairman, DRDO","24014513, 24014515","25067-70, 5th Floor, Kartavya Bhavan-2, New Delhi- 110001",defsecy@nic.in
Tde83XQBYNG-XPnvjOsx,Department of Ex-Servicemen Welfare,ug,,Shri Raj Nath Singh,Minister,Ministry of Defence,"24014501, 24014502, 23793881","25075, 5th Floor, Kartavya Bhavan-2, New Delhi- 110001",rmo@mod.nic.in
Tde83XQBYNG-XPnvjOsx,Department of Ex-Servicemen Welfare,ug,,Shri Sanjay Seth,Minister of State,Ministry of Defence,"24014508, 23310353","26107, 6th Floor, Kartavya Bhavan-2, New Delhi- 110001",mos-defence@gov.in
Tde83XQBYNG-XPnvjOsx,Department of Ex-Servicemen Welfare,ug,,Ms. Sukriti Likhi,Secretary (ESW),Department of Ex-Servicemen Welfare,23792913,"Room No. : 5-A, South Block, New Delhi",secyesw@nic.in
U9e83XQBYNG-XPnvjOsx,Department of Financial Services,ug,,Smt. Nirmala Sitharaman,Minister,Ministry of Finance,"011-24012101, 011-24012102","Room No. 15075, Kartavya Bhawan - I, New Delhi",appointment.fm@gov.in
U9e83XQBYNG-XPnvjOsx,Department of Financial Services,ug,,Shri Pankaj Chaowdhary,Minister of State,Ministry of Finance,"011-24012401, 011-24012402","Room No. 16042, Kartavya Bhawan - I, New Delhi",mosfinance@nic.in
U9e83XQBYNG-XPnvjOsx,Department of Financial Services,ug,,Shri Sanjay Lohiya,Secretary,Financial Services,011-23340222,"6A, 3rd floor, Jeevan Deep Building Sansad Marg, New Delhi",secy-fs@nic.in
UNe83XQBYNG-XPnvjOsx,Department of School Education and Literacy,ug,,Shri Pralhad Joshi,Minister,Ministry of Education,"011-24015222, 011-24015290","Room No. 21107, Kartavya Bhawan 2, Central Secretariat, New Delhi-110001",minister.sm@gov.in
UNe83XQBYNG-XPnvjOsx,Department of School Education and Literacy,ug,,Shri Jayant Chaudhary,Minister of State,Ministry of Education,"011-24015042, 011-24015043","Room No. 21042, Kartavya Bhawan 2, Central Secretariat, New Delhi-110001",mosedu-jc@gov.in
UNe83XQBYNG-XPnvjOsx,Department of School Education and Literacy,ug,,Shri Sukanta Majumdar,Minister of State,Ministry of Education,"011-24015026, 011-24015028","Room No. 21026, Kartavya Bhawan 2, Central Secretariat, New Delhi-110001",mosedu-sm@gov.in
UNe83XQBYNG-XPnvjOsx,Department of School Education and Literacy,ug,,Shri T. K. Anil Kumar,Secretary (School Education & Literacy),School Education & Literacy,011-24015101,"Room No.: 21102, Kartavya Bhawan 2, New Delhi",secy.sel@nic.in
Ude83XQBYNG-XPnvjOsx,Department of Economic Affairs,ug,,Smt. Nirmala Sitharaman,Minister,Ministry of Finance,"011-24012101, 011-24012102","Room No. 15075, Kartavya Bhawan - I, New Delhi",appointment.fm@gov.in
Ude83XQBYNG-XPnvjOsx,Department of Economic Affairs,ug,,Shri Pankaj Chaowdhary,Minister of State,Ministry of Finance,"011-24012401, 011-24012402","Room No. 16042, Kartavya Bhawan - I, New Delhi",mosfinance@nic.in
Ude83XQBYNG-XPnvjOsx,Department of Economic Affairs,ug,,Ms. Anuradha Thakur,Secretary (EA),Secretary (EA)’s Office,"011-24013001, 011-24013002","Room No. 15101, Kartavya Bhawan - 1, New Delhi",secy-dea@nic.in
Ute83XQBYNG-XPnvjOsx,Department of Expenditure,ug,,Smt. Nirmala Sitharaman,Minister,Ministry of Finance,"011-24012101, 011-24012102","Room No. 15075, Kartavya Bhawan - I, New Delhi",appointment.fm@gov.in
Ute83XQBYNG-XPnvjOsx,Department of Expenditure,ug,,Shri Pankaj Chaowdhary,Minister of State,Ministry of Finance,"011-24012401, 011-24012402","Room No. 16042, Kartavya Bhawan - I, New Delhi",mosfinance@nic.in
Ute83XQBYNG-XPnvjOsx,Department of Expenditure,ug,,Shri V. Vualnam,Secretary,Secretary (Expenditure),"011-24012000, 011-24012001","Room No. 16102, Kartavya Bhawan - I, New Delhi",secyexp@nic.in
VNe83XQBYNG-XPnvjOsx,Department of Investment and Public Asset Management,ug,,Smt. Nirmala Sitharaman,Minister,Ministry of Finance,"011-24012101, 011-24012102","Room No. 15075, Kartavya Bhawan - I, New Delhi",appointment.fm@gov.in
VNe83XQBYNG-XPnvjOsx,Department of Investment and Public Asset Management,ug,,Shri Pankaj Chaowdhary,Minister of State,Ministry of Finance,"011-24012401, 011-24012402","Room No. 16042, Kartavya Bhawan - I, New Delhi",mosfinance@nic.in
VNe83XQBYNG-XPnvjOsx,Department of Investment and Public Asset Management,ug,,Shri Arunish Chawla,Secretary,Investment and Public Asset Management,011-24368040,"Room No. 407, 4th Floor Block No. 14 CGO Complex, Lodhi Road, New Delhi",secydivest@nic.in
Vde83XQBYNG-XPnvjOsx,Department of Revenue,ug,,Smt. Nirmala Sitharaman,Minister,Ministry of Finance,"011-24012101, 011-24012102","Room No. 15075, Kartavya Bhawan - I, New Delhi",appointment.fm@gov.in
Vde83XQBYNG-XPnvjOsx,Department of Revenue,ug,,Shri Pankaj Chaowdhary,Minister of State,Ministry of Finance,"011-24012401, 011-24012402","Room No. 16042, Kartavya Bhawan - I, New Delhi",mosfinance@nic.in
Vde83XQBYNG-XPnvjOsx,Department of Revenue,ug,,Shri Arvind Shrivastava,Secretary,Ministry of Finance,"011-24012501, 011-24012502","Room No. 14102, Kartavya Bhawan - I, New Delhi",rsecy@nic.in
W9e83XQBYNG-XPnvjOsx,Department of Public Enterprises,ug,,Smt. Nirmala Sitharaman,Minister,Ministry of Finance,"011-24012101, 011-24012102","Room No. 15075, Kartavya Bhawan - I, New Delhi",appointment.fm@gov.in
W9e83XQBYNG-XPnvjOsx,Department of Public Enterprises,ug,,Shri Pankaj Chaowdhary,Minister of State,Ministry of Finance,"011-24012401, 011-24012402","Room No. 16042, Kartavya Bhawan - I, New Delhi",mosfinance@nic.in
W9e83XQBYNG-XPnvjOsx,Department of Public Enterprises,ug,,Shri K Moses Chalai,Secretary,Secretary's Office,"011-24366171, 011-24360402","Room No. 301, Block No. 14, CGO Complex, New Delhi",secy-dpe@nic.in
WNe83XQBYNG-XPnvjOsx,Department of Health and Family Welfare,ug,,Shri Jagat Prakash Nadda,Minister,Ministry of Health and Family Welfare,"24013301, 24013302","Room No. 12107 C- Wing, Kartavya Bhawan -1, New Delhi -110001",min-hfm@gov.in
WNe83XQBYNG-XPnvjOsx,Department of Health and Family Welfare,ug,,Shri Jadhav Prataprao Ganpatrao,Minister of State,Ministry of Health and Family Welfare,24013380,"Room No. 12042 A-Wing, , Kartavya Bhawan -1, New Delhi -110001",mos-health@gov.in
WNe83XQBYNG-XPnvjOsx,Department of Health and Family Welfare,ug,,Smt. Anupriya Patel,Minister of State,Ministry of Health and Family Welfare,"24013239, 24013240","Room No. 12026 A- Wing, Kartavya Bhawan -1, New Delhi -110001",mosap-mohfw@gov.in
WNe83XQBYNG-XPnvjOsx,Department of Health and Family Welfare,ug,,Ms. Punya Salila Srivastava,Secretary,Secretary (H & FW),"23061863, 23063220","Room No.: 156-A, Nirman Bhavan, New Delhi - 110011",secyhfw@nic.in
WQOeFYUB77KrIrzW29dC,MyGov Karnataka,sg,KA,Shri Ajit Kumar,CEO,MyGov,"011-24369222, 011-24301913",,compliance-officer@mygov.in
Wde83XQBYNG-XPnvjOsx,Department of Health Research,ug,,Shri Jagat Prakash Nadda,Minister,Ministry of Health and Family Welfare,"24013301, 24013302","Room No. 12107 C- Wing, Kartavya Bhawan -1, New Delhi -110001",min-hfm@gov.in
Wde83XQBYNG-XPnvjOsx,Department of Health Research,ug,,Shri Jadhav Prataprao Ganpatrao,Minister of State,Ministry of Health and Family Welfare,24013380,"Room No. 12042 A-Wing, , Kartavya Bhawan -1, New Delhi -110001",mos-health@gov.in
Wde83XQBYNG-XPnvjOsx,Department of Health Research,ug,,Smt. Anupriya Patel,Minister of State,Ministry of Health and Family Welfare,"24013239, 24013240","Room No. 12026 A- Wing, Kartavya Bhawan -1, New Delhi -110001",mosap-mohfw@gov.in
Wde83XQBYNG-XPnvjOsx,Department of Health Research,ug,,Shri Rajiv Bahl,Secretary,Secretary DHR Office,23736081,"Room No. 202, 2nd Floor, IRCS Building, 1, Red Cross Road, New Delhi - 110001",secy-dhr@gov.in
X9e83XQBYNG-XPnvjOsx,Department of Home,ug,,Shri Amit Shah,Minister,Ministry of Home Affairs,"23092462, 23094686","Room No.: 104, North Block, New Delhi - 110001",
X9e83XQBYNG-XPnvjOsx,Department of Home,ug,,Shri Nityanand Rai,Minister of State,Ministry of Home Affairs,"23092870, 23092595","Room No.: 101, North Block, New Delhi - 110001",
